From;To;active_power_in_watt;volume_flow_natural_gas_in_liter_per_min;volume_flow_nitrogen_in_liter_per_min;
27.05.2021 10:45:20;27.05.2021 10:45:21;2726,498046875;100;1,7066667079925537;
27.05.2021 10:45:21;27.05.2021 10:45:22;2731,57958984375;100;1,7066667079925537;
27.05.2021 10:45:22;27.05.2021 10:45:23;2736,2666015625;100;1,7066667079925537;
27.05.2021 10:45:23;27.05.2021 10:45:24;2748,634033203125;100;1,7066667079925537;
27.05.2021 10:45:24;27.05.2021 10:45:25;2738,215087890625;100;1,7066667079925537;
27.05.2021 10:45:25;27.05.2021 10:45:26;2773,498779296875;100;1,7066667079925537;
27.05.2021 10:45:26;27.05.2021 10:45:27;2468,211181640625;100;1,7066667079925537;
27.05.2021 10:45:27;27.05.2021 10:45:28;1860,5797119140625;100;1,7066667079925537;
27.05.2021 10:45:28;27.05.2021 10:45:29;1716,0181884765625;100;1,7066667079925537;
27.05.2021 10:45:29;27.05.2021 10:45:30;1597,6485595703125;100;1,7066667079925537;
27.05.2021 10:45:30;27.05.2021 10:45:31;1560,3985595703125;100;1,7066667079925537;
27.05.2021 10:45:31;27.05.2021 10:45:32;1485,85498046875;100;1,7066667079925537;
27.05.2021 10:45:32;27.05.2021 10:45:33;1425,705322265625;100;1,7066667079925537;
27.05.2021 10:45:33;27.05.2021 10:45:34;1549,2279052734375;100;1,7066667079925537;
27.05.2021 10:45:34;27.05.2021 10:45:35;3883,914794921875;100;1,7066667079925537;
27.05.2021 10:45:35;27.05.2021 10:45:36;4905,62890625;100;1,7066667079925537;
27.05.2021 10:45:36;27.05.2021 10:45:37;2843,3857421875;100;1,7066667079925537;
27.05.2021 10:45:37;27.05.2021 10:45:38;2818,910400390625;100;1,7066667079925537;
27.05.2021 10:45:38;27.05.2021 10:45:39;2768,50634765625;100;1,7066667079925537;
27.05.2021 10:45:39;27.05.2021 10:45:40;2814,386474609375;100;1,7066667079925537;
27.05.2021 10:45:40;27.05.2021 10:45:41;2882,845947265625;100;1,7066667079925537;
27.05.2021 10:45:41;27.05.2021 10:45:42;2764,371337890625;100;1,7066667079925537;
27.05.2021 10:45:42;27.05.2021 10:45:43;2748,33349609375;100;1,7066667079925537;
27.05.2021 10:45:43;27.05.2021 10:45:44;2752,453857421875;100;1,7066667079925537;
27.05.2021 10:45:44;27.05.2021 10:45:45;2740,992431640625;100;1,7066667079925537;
27.05.2021 10:45:45;27.05.2021 10:45:46;2732,318115234375;100;1,7066667079925537;
27.05.2021 10:45:46;27.05.2021 10:45:47;2727,62744140625;100;1,7066667079925537;
